4	Substructure & Foundation IATC	Activities performed by manufacturer to integrate, assemble, test, and verify the Substructure & Foundation before delivery to customer  (does not include commissioning activities)
4	Pricing Effects 	 Financial costs for substructure supply contract, including warranty cost, SG&A expenses, and profit margin  
4	Transportation	Cost to transport substructure and foundation elements from manufacturer to staging port
4	Substructure & Foundation Commissioning	Process of assuring that all substructure & foundation systems and components are operational through a predefined series of tests and checks.
3	Array Cable System	Collects power generated by the turbines and transports to the offshore substation
4	Array Cables 	Cable to connect turbines with offshore substation,  includes IATC
4	Protection Array Cable	Equipment and materials used to protect cable from damage (strikes, overbending, etc.)
5	Scour Protection  	Rock fill, sand bags, or concrete mattresses to protect from scouring, used where burial is not possible
5	Seabed Protection Mats	Concrete, sand bags, polyurethane mats to route cables over existing electric/telecommunications cables
5	Ducting System	Protective sheath that can be fitted around cables where burial is not an option
5	J-tube Seals	Used to seal the ends of the J-Tube and keep sea water out, can be active or passive
5	Bend Restrictors 	Prevents the overbending of static cables during installation and operations
5	Bend Stiffeners	Limit bending stresses and maintain acceptable curvature for dynamic cables at hang off point and touch down
4	Ancillary Equipment Array Cable	Other elements providing necessary functions to the array cable system
5	Termination Kit	Necessary components to for connection of array cable to each turbine transformer
5	Connectors	Equipment to connect individual sections of cable together, in the event of long cable runs or damage
5	Buoyancy Modules	Used to manage buoyancy in some dynamic cable configurations and control load transfer
5	Anchorage	Used to maintain the station of dynamic cable at touchdown point
5	Messenger Lines & Buoys	Ancillary equipment used during the installation of static and dynamic cable systems
4	Pricing Effects 	 Financial costs for array cable supply contract, including warranty cost, SG&A expenses, and profit margin  
4	Transportation	Costs to transport array cable elements from manufacturer to staging port
4	Array Cable System Commissioning	 Process of assuring that all array cable systems and components are operational through a predefined series of tests and checks.
3	Export Cable System	Transports power from offshore substation to point of connection with onshore electric infrastructure (landfall point)
4	Export Cables 	Cable to connect offshore substation with onshore electric infrastructure, includes IATC
4	Protection Export Cable	Equipment and materials used to protect cable from damage (strikes, overbending, etc.)
5	Scour Protection  	Rock fill, sand bags, or concrete mattresses to protect from scouring, used where burial is not possible
5	Seabed Protection Mats	Concrete, sand bags, polyurethane mats to route cables over existing electric/telecommunications cables
5	Ducting System	Protective sheath that can be fitted around cables where burial is not an option
5	J-tube Seals	Used to seal the ends of the J-Tube and keep sea water out, can be active or passive
5	Bend Restrictors 	Prevents the overbending of static cables during installation and operations
5	Bend Stiffeners	Limit bending stresses and maintain acceptable curvature for dynamic cables at hang off point and touch down
4	Ancillary Equipment Export Cable	Other elements providing necessary functions to the export cable system 
5	Termination Kit	Necessary components for connection of cable to substation and to onshore electric infrastructure
5	Connectors	Equipment to connect individual sections of cable together, in the event of long cable runs or damage
5	Buoyancy Modules	Used to manage buoyancy in some dynamic cable configurations and control load transfer
5	Anchorage	Used to maintain the station of dynamic cable at touchdown point
5	Messenger Lines & Buoys	Ancillary equipment used during the installation of static and dynamic cable systems
4	Pricing Effects 	 Financial costs for export cable supply contract, including warranty cost, G&A expenses, and profit margin  
4	Transportation	Costs to transport export cable elements from manufacturer to staging port
4	Export Cable System Commissioning	Process of assuring that all export cable systems and components are operational through a predefined series of tests and checks.
3	Offshore Substation 	Electric conversion equipment required to step-up or convert power for export to the onshore grid and support structure,  also onboard work platforms, accommodation, equipment storage, helicopter access, etc.
4	Topside 	Structure that provides support and climate controlled housing for electrical conversion equipment, also can provide work platforms, accommodation, equipment storage, helicopter access, etc.
5	Structure	Material, equipment, and labor costs of fabricating structural steel or concrete structure
5	Helicopter Deck	Onboard helicopter landing platform
5	Accommodations	Refuge, temporary, or permanent accommodations for project personnel
5	Outfitting Steel	Additional non-structural elements attached to the primary structure
5	Topside Marine Systems 	Ancillary systems required for marine operations
5	Substation Topside  & Foundation IATC	Activities performed by manufacturer to integrate, assemble, test, and verify the Substation Topside before  delivery to customer  (does not include commissioning activities)
5	Transportation	Costs to transport substation topside from manufacturer to staging port
4	Substructure & Foundation Offshore substation	All elements of the offshore substation below the point of connection with the topside
5	Foundation	Main structural interface that transfers the loads into the seabed
5	Substructure 	Main structure that connects the foundation to the substation topside
5	Substructure Marine Systems	Ancillary systems for marine operations, major element is the ballast system for floating offshore substations
5	Scour Protection	Rock fill or concrete mattresses to protect substructures from scouring  at point of connection to seafloor
5	Substation Substructure & Foundation IATC	Activities performed by manufacturer to integrate, assemble, test, and verify the Substation Substructure & Foundation before delivery to customer (does not include commissioning activities)
4	Electrical Conversion Equip.	Equipment to step up power from array cable voltage to the export voltage and/or to convert power to DC 
5	AC Transformers	Power convertors that step up generated power from array cable voltage to export voltage
5	High Voltage Switchgear 	Equipment used to control, protect and disconnect the high voltage connection,
5	Medium Voltage Switchgear 	Equipment used to control, protect and disconnect the medium voltage connection
5	Shunt Reactors	Onboard reactive compensation equipment
5	DC Convertor	Equipment to convert power from HVAC to HVDC for export to shore
5	Filtering System	Filters to address harmonics generated by HVDC convertors
5	Substation Electrical Conversion Equip IATC	Activities performed by manufacturer to integrate, assemble, test, and verify the Substation Topside before  delivery to customer  (does not include commissioning activities)
4	Ancillary Systems	Other elements providing necessary functions to offshore substation during operations
5	Diesel Generator Back Up	Generators to provide power to substation if grid connection is lost
5	Fire Protection System	Fire alarms and fire response equipment
5	Water Tanks	Fresh water tanks and pumping equip.
5	Fuel Tanks	Fuel tanks and pumping equip. for generator and possibly emergency fueling of service/crew transfer vessels
5	Control & Communication System 	Connects the substation with an onshore operations center, provides project operator with information about the status of substation systems and allows remote control of some functions
5	Safety and Security Systems	Systems including access control, to safeguard personnel from hazards arising from the installation, maintenance, or operation of substation equipment
4	Pricing Effects 	 Financial costs for substation supply contract, including warranty cost, SG&A expenses, and profit margin  
4	Substation Commissioning	Process of assuring that all offshore substation systems and components are operational through a predefined series of tests and checks.
3	Onshore Electric Infrastructure 	Any onshore transmission or conversion equipment required to connect project to onshore grid
4	Underground Cable System	Any underground cables required for the connection of export cables to the onshore substation
5	Underground Cables 	Connect export cables to the onshore substation directly or via overhead lines
4	Self-Supporting Towers with Insulators	Structures to support any overhead lines required for the connection of export cables to the onshore substation
5	Foundations	Support tower structures, typically reinforced concrete
5	Transmission Towers	Structures to support overhead transmission lines
5	Insulators	insulating supports used to attach overhead transmission lines to the towers
4	Overhead Lines	Lines that transmit power and enable communications with the offshore wind project
5	Conductors	Conductors that transmit power between export cable and onshore substation  (three phase system)
5	Communications	Fiber optic wire routed to the control center, transmits information from DAS, CMS, and allows land-based control of project systems
5	Shield Wire	Grounded conductor to protect phase conductors from surges (lightning)
4	Onshore Substations	Facility to house electric conversion equipment to transform or convert power from the export voltage to the onshore grid voltage
5	Buildings/Facilities	Structures to house electric conversion equipment, climate controlled
5	Civil Infrastructure 	Improvements to construction site (e.g., roads) necessary for substation construction and operation
5	Electric Conversion Equipment 	Equipment to transform generated power from export cable voltage to interconnection voltage and/or convert from DC to AC (e.g.,  AC transformers, switchgears, shunt reactors, DC convertors)
5	Ancillary Systems	Other elements providing necessary functions to substation during operations (e.g.,  metering equipment, Safety and Security Systems, fire protection, gas detection )
5	Onshore Substation IATC	Activities performed by manufacturer to integrate, assemble, test, and verify the Substation Substructure & Foundation before delivery to customer (does not include commissioning activities)
5	Transportation	Costs to transport onshore substation components from manufacturing facilities to construction site
4	Pricing Effects 	 Financial costs for onshore electric supply contract, including warranty cost, SG&A expenses, and profit margin  
4	Onshore Electric Infra. Commissioning	  Process of assuring that all onshore substation systems and components are operational through a predefined series of tests and checks.
3	Other Infrastructure 	Other capital investments made by the project company prior to COD
4	Offshore Accommodations Platform	Permanent platform at the project site to house project personnel during operations
4	Dedicated O&M Vessel	New build vessels owned by the project company that will be used exclusively to support operations at project
4	Onshore O&M Facilities 	Facilities on land, owned by the project company, to support the operation of the project
4	O&M Equipment Purchases	Other purchases necessary for the operation of the wind project after COD. Examples include: safety equipment (e.g., harnesses, floatation devices), equipment to store replacement parts (e.g., climate control for spare electric cables), vehicles to support operations (e.g., fork trucks)
3	Assembly & Installation	Assembly and installation activities conducted at the staging port and at the project site. Assume that financial costs related to warranties, contractor insurance, SG&A, profit margin, etc, are loaded in day rates for vessels, labor, and equipment
4	Foundations & Substructures Assembly & Installation	Costs to complete installation of foundations and substructures
5	Foundation	Vessel, labor and equipment costs to complete foundation installation procedures
5	Substructure 	Vessel, labor and equipment costs to complete substructure installation procedures
5	Scour Protection	Vessel, labor and equipment costs to complete scour protection installation procedures
4	Turbines	Vessel, labor and equipment costs to complete turbine installation procedures for the entire project
4	Array Cables	Installation of subsea array cable system
5	Laying/Trenching 	Vessel, labor and equipment costs to lay and bury array cables
5	Protection	Vessel, labor and equipment costs to protect array cables
5	Terminations	Vessel, labor and equipment costs to pull array cables through J-Tubes and connect to transformers
4	Export Cables	installation of subsea export cable system
5	Laying/Trenching 	Vessel, labor and equipment costs to lay and bury export cables
5	Protection	Vessel, labor and equipment costs to protect export cables
5	Terminations	Vessel, labor and equipment costs to pull export cables through J-Tubes and connect to transformers
5	Landfall Operations	Vessel, labor and equipment costs to transition export cable from subsea trench to onshore jointing pit 
4	Offshore Substation Assembly & Installation	Costs of installing offshore substations at the project site
5	Substructure	Vessel, labor and equipment costs to install substation substructure
5	Topside	Vessel, labor and equipment costs to install substation topside
4	Offshore Accommodations Platform	Costs of installing offshore accommodations platforms at the project site
5	Substructure	Vessel, labor and equipment costs to install offshore accommodations platform substructure
5	Topside	Vessel, labor and equipment costs to install offshore accommodations platform topside
4	Onshore Electric Infrastructure Assembly & Installation	Onshore Electric Infrastructure: costs of installing onshore electric infrastructure
5	Underground Cable System	Labor and equipment costs to install underground cables onshore
5	Overhead Transmission Lines	Labor equipment costs to install overhead transmission lines
5	Onshore Substation	labor and equipment costs to install onshore substation
2	Soft Costs	Financial expenditures for which the project owner is responsible prior to COD, related to either payments for financial products, carrying charges on loans, or setting up financial instruments 
3	Insurance During Construction (IDC)	Insurance policies held by owner during construction period, can include construction all risk, marine cargo, commercial general liability, workers compensation, environmental site liability, pollution liability, etc. Does not include insurance held by contractors
3	Surety Bond (Decommissioning)	Financial vehicle to cover the anticipated costs of decommissioning the project at end of operational life 
3	Reserve Accounts (MRA, DSRA)	Payments into reserve accounts set up to cover major maintenance expenditures (MRA) and debt service (DSRA), often required by debt finance providers
3	Project Contingency Budget	Liquid financial instrument set up to respond to ‘known unknown’ costs that arise during construction, does not include contingences set by manufactures and contractors as part of supply contract pricing
3	Construction Financing Costs	Carrying charges of expenditures on equipment and services incurred before COD
1	Operational Expenditures (OpEx)	Expenditures required to operate the project and maintain availability, generally annualized
2	Maintenance	Vessel, labor, and equipment costs of operations for the project
3	Long Term Service Agreement	Annualized cost of a contract, generally between the owner and turbine OEM or Third Party, to maintain the offshore wind project at a guaranteed level of availability for a defined period, will likely replace scheduled and unscheduled maintenance categories below for duration of contract
3	Wind turbine scheduled maintenance 	Activities to ensure that Turbine systems are operating correctly and to minimize unscheduled breakdowns/ downtime, includes cost of vessels, labor, equipment, spare parts and consumables. Also known as preventative maintenance
3	Wind turbine unscheduled maintenance	Activities to respond to random failures of turbine equipment including costs of vessels, labor, equipment, replacement parts, and consumables
4	Drivetrain Module	Unscheduled maintenance related to Drivetrain Modules
4	Electric Module	Unscheduled maintenance related to Electric Modules
4	Rotor Module	Unscheduled maintenance related to Rotor Modules
4	Nacelle Module 	Unscheduled maintenance related to Nacelle Modules
4	Tower Module	Unscheduled maintenance related to Tower Modules
3	BOS scheduled maintenance	Activities to ensure that BOS systems are operating correctly and to minimize unscheduled breakdowns/ downtime, includes cost of vessels, labor, equipment, spare parts and consumables.  Also known as preventative maintenance
3	BOS unscheduled maintenance 	Activities to respond to random failures of BOS equipment including costs of vessels, labor, equipment, replacement parts, and consumables
4	Substructure & Foundation	Unscheduled maintenance related to Substructure & Foundations
4	Array Cable System	Unscheduled maintenance related to Array Cable System
4	Export Cable System 	Unscheduled maintenance related to Export Cable System
4	Offshore Substation 	Unscheduled maintenance related to Offshore Substation
4	Onshore Electric Infra. 	Unscheduled maintenance related to Onshore Electric Infrastructure
4	Other Infrastructure 	Unscheduled maintenance related to Other Infrastructure
2	Operations	Operations: non-equipment costs of operations for the project
3	Annual Lease Payments	Payments to regulatory body for permission to operate at project site, terms defined within lease
3	Project Management during Operations	Project Management from COD to up until decommissioning  
4	Salaries	Salaries for management and support staff on payroll of project owner and/or operations manager
4	Sales, General, & Administrative	Overhead for the project company  and/or operations manager including administrative salaries and benefits, rent, utilities, depreciation, insurance, etc.
